Total cash payments,Cash adjustments,Cash refunds,Cash rounding from tipouts,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
5178.41,-563.71,0.0,0,4614.70,0.00,0.00,-9420.65,0.0,-4805.95
