Net sales,Gratuity,Tax amount,Fundraising Contributions,Fundraising Contribution Refunds,Cash rounding,Tips,Deferred (gift cards),Deferred (house accounts),Deferred (other),deferredTaxAmount,Paid in total,Total
93460.59,0,8114.84,,,,9420.65,240.0,,,0.0,264.0,111500.08
