Total cash payments,Cash adjustments,Cash refunds,Cash rounding from tipouts,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
6059.20,-262.75,0.0,0,5796.45,0.00,0.00,-7686.44,0.0,-1889.99
